Orbit Fox от ThemeIsle;https://ru.wordpress.org/plugins/themeisle-companion/;Ётот плагин швейцарский нож, поставл€етс€ с качественной библиотекой шаблонов, модул€ми меню/значков общего доступа, блоками GutenbergЕ;400†000+ активных установок;5.8.3
Gutenberg Blocks Ц Ultimate Addons for Gutenberg;https://ru.wordpress.org/plugins/ultimate-addons-for-gutenberg/;ƒополните редактор Gutenberg продвинутыми и мощными блоками, которые помогут вам создавать сайты за считанные минуты!;300†000+ активных установок;5.9
Formidable Form Builder Ч Contact Form, Survey & Quiz Forms Plugin for WordPress;https://ru.wordpress.org/plugins/formidable/;—амый продвинутый плагин форм WordPress. ¬ыйдите за рамки контактных форм с помощью нашего конструктора формЕ;300†000+ активных установок;5.9
Complianz Ч GDPR/CCPA Cookie Consent;https://ru.wordpress.org/plugins/complianz-gdpr/;Configure your Cookie Notice, Cookie Consent and Cookie Policy with our Wizard and Cookie Scan.Е;300†000+ активных установок;5.9
Photo Gallery by 10Web Ч Mobile-Friendly Image Gallery;https://ru.wordpress.org/plugins/photo-gallery/;Photo Gallery Ч это мощный плагин галереи изображений со списком расширенных параметров дл€ создани€ адаптивныхЕ;300†000+ активных установок;5.9
Popup Builder Ч создает высококонвертируемые, удобные дл€ мобильных устройств маркетинговые всплывающие окна.;https://ru.wordpress.org/plugins/popup-builder/;Increase Sales, Lead Generation, Conversion rates and receive good Call to Action rates with smartЕ;200†000+ активных установок;5.9
Forminator Ч Contact Form, Payment Form & Custom Form Builder;https://ru.wordpress.org/plugins/forminator/;Ћучший плагин дл€ создани€ форм WordPress. —оздавайте контактные формы, формы оплаты и формы заказов сЕ;200†000+ активных установок;5.9
HubSpot Ч CRM, Email Marketing, Live Chat, Forms & Analytics;https://ru.wordpress.org/plugins/leadin/;Capture, organize and engage web visitors with free forms, live chat, CRM (contact management), emailЕ;200†000+ активных установок;5.8.3
‘ормы Caldera Ч это больше чем контактные формы.;https://ru.wordpress.org/plugins/caldera-forms/;јдаптивный конструктор контактных форм, формы регистрации и входа, Mailchimp, PayPal Express и многое другое.;200†000+ активных установок;5.4.9
Embed Plus Plugin for YouTube, with YouTube Gallery, Channel, Playlist, Live Stream, Facade;https://ru.wordpress.org/plugins/youtube-embed-plus/;YouTube Embed Plugin. Embed a responsive video, YouTube channel gallery, playlist gallery, YouTube live stream.Е;200†000+ активных установок;5.9
Gutenberg Blocks by Kadence Blocks Ц Page Builder Features;https://ru.wordpress.org/plugins/kadence-blocks/;ѕользовательские блоки дл€ Gutenberg, которые помогут расширить возможности редактировани€.;200†000+ активных установок;5.9
WooCommerce Blocks;https://ru.wordpress.org/plugins/woo-gutenberg-products-block/;WooCommerce Blocks это наиболее простой и гибкий инструмент дл€ отображени€ ваших товаров пр€мо в содержимомЕ;200†000+ активных установок;5.9
SEOPress, on-site SEO;https://ru.wordpress.org/plugins/wp-seopress/;ѕовысьте эффективность SEO с помощью SEOPress, простого, быстрого и мощного SEO-плагина дл€ WordPress. Ѕез рекламы,Е;200†000+ активных установок;5.9
Best WordPress Gallery Plugin Ч FooGallery;https://ru.wordpress.org/plugins/foogallery/;Ћучший плагин галереи WordPress. —оздавайте потр€сающие галереи за считанные минуты с расширенными настройками дл€ полнойЕ;200†000+ активных установок;5.9
Smash Balloon Social Post Feed;https://ru.wordpress.org/plugins/custom-facebook-feed/;"Formerly ""Custom Facebook Feed"". Display completely customizable Facebook feeds of a Facebook page or Group.Е";200†000+ активных установок;5.9
Fonts Plugin | Google Fonts Typography;https://ru.wordpress.org/plugins/olympus-google-fonts/;—амый простой в использовании плагин Google Fonts.  одировани€ не требуетс€. ќптимизирован дл€ скорости. Ѕолее 1000Е;100†000+ активных установок;5.9
Gallery Plugin for WordPress Ч Envira Photo Gallery;https://ru.wordpress.org/plugins/envira-gallery-lite/;√алере€ Envira самый быстрый, самый простой в использовании плагин WordPress галереи изображений. Lightbox с DragЕ;100†000+ активных установок;5.9.0
Social Icons Widget & Block by WPZOOM;https://ru.wordpress.org/plugins/social-icons-widget-by-wpzoom/;¬иджет и блок значков соцсетей помогает добавл€ть значки со ссылками на профили социальных сетей наЕ;100†000+ активных установок;5.9
Gutenberg Blocks and Template Library by Otter;https://ru.wordpress.org/plugins/otter-blocks/;Otter Ч это динамична€ коллекци€ блоков и шаблонов дл€ создани€ страниц в редакторе блоков WordPress.Е;100†000+ активных установок;5.9
Layout Grid Block;https://ru.wordpress.org/plugins/layout-grid/; онтейнерный блок Gutenberg позвол€ет единообразно выравнивать элементы по глобальной сетке.;100†000+ активных установок;5.9
Custom Twitter Feeds (Tweets Widget);https://ru.wordpress.org/plugins/custom-twitter-feeds/;Custom Twitter Feeds allows you to display completely customizable Twitter Tweets from any user timeline,Е;100†000+ активных установок;5.9
GiveWP Ч Donation Plugin and Fundraising Platform;https://ru.wordpress.org/plugins/give/;ѕринимайте пожертвовани€ и начинайте сбор средств с помощью GiveWP, плагина дл€ пожертвований WordPress с самымЕ;100†000+ активных установок;5.9
Easy Forms for Mailchimp;https://ru.wordpress.org/plugins/yikes-inc-easy-mailchimp-extender/;The ultimate Mailchimp WordPress plugin. Easily build unlimited forms for your Mailchimp lists, add themЕ;100†000+ активных установок;5.9
Hustle Ч Email Marketing, Lead Generation, Optins, Popups;https://ru.wordpress.org/plugins/wordpress-popup/;Setup email optin forms, popups, newsletter forms & subscription forms to generate email leads withЕ;100†000+ активных установок;5.9
Pods Ч Custom Content Types and Fields;https://ru.wordpress.org/plugins/pods/;Pods Ч это платформа дл€ создани€, управлени€ и развертывани€ настраиваемых типов контента и полей дл€Е;100†000+ активных установок;5.9
Paid Memberships Pro Ч Sell Free or Paid Subscriptions with Stripe & PayPal;https://ru.wordpress.org/plugins/paid-memberships-pro/;ѕолучайте оплату с помощью Paid Memberships Pro Ч самого полнофункционального плагин дл€ управлени€ платными подпискиЕ;100†000+ активных установок;5.9
Modern Events Calendar Lite;https://ru.wordpress.org/plugins/modern-events-calendar-lite/;WordPress event calendar plugin is the best tool used for managing events websites. Modern EventsЕ;100†000+ активных установок;5.9
Form Maker by 10Web Ч Mobile-Friendly Drag & Drop Contact Form Builder;https://ru.wordpress.org/plugins/form-maker/;Form Maker is a user-friendly contact form builder that allows to create forms for anyЕ;80†000+ активных установок;5.9
LuckyWP Table of Contents;https://ru.wordpress.org/plugins/luckywp-table-of-contents/;—оздаЄт SEO-дружественное содержание дл€ ваших постов/страниц. –аботает автоматически или вручную (через шорткод, Gutenberg-блок или виджет).;80†000+ активных установок;5.5.8
Slider by Soliloquy Ч Responsive Image Slider for WordPress;https://ru.wordpress.org/plugins/soliloquy-lite/;The best WordPress slider plugin. Drag & Drop responsive slider builder that helps you createЕ;70†000+ активных установок;5.9.0
 алендарь бронировани€;https://ru.wordpress.org/plugins/booking/; алендарь бронировани€ Ч original 1st booking plugin for WordPress. Easily receive reservations and show availabilityЕ;60†000+ активных установок;5.9
User Profile Picture;https://ru.wordpress.org/plugins/metronet-profile-picture/;”становите пользовательское изображение профил€ (аватар) дл€ пользовател€ с помощью стандартного инструмента загрузки мультимедиа WordPress.;60†000+ активных установок;5.8.3
Calculated Fields Form;https://ru.wordpress.org/plugins/calculated-fields-form/;Calculated Fields Form allows you to create both simple and rich forms, quickly like aЕ;60†000+ активных установок;5.9
10WebSocial;https://ru.wordpress.org/plugins/wd-instagram-feed/;10Web;50†000+ активных установок;5.8.3
Gutentor Ч Gutenberg Blocks Ч Page Builder for Gutenberg Editor;https://ru.wordpress.org/plugins/gutentor/;Advanced yet easy, Gutenberg editor page builder blocks. Create a masterpiece, pixel perfect website usingЕ;50†000+ активных установок;5.9
ƒублировать запись;https://ru.wordpress.org/plugins/copy-delete-posts/;ƒублировать запись;50†000+ активных установок;5.9
EmbedPress Ц Embed Google Docs, YouTube, Maps, Vimeo, Wistia Videos & Upload PDF, PPT in Gutenberg & Elementor;https://ru.wordpress.org/plugins/embedpress/;EmbedPress lets you embed videos, images, posts, audio, maps and upload PDF, DOC, PPT &Е;50†000+ активных установок;5.9
WP Recipe Maker;https://ru.wordpress.org/plugins/wp-recipe-maker/;ѕростой и удобный плагин рецептов дл€ всех. јвтоматические метаданные JSON-LD метаданные дл€ еды и рецептовЕ;50†000+ активных установок;5.9
Photo Gallery, Images, Slider in Rbs Image Gallery;https://ru.wordpress.org/plugins/robo-gallery/;Rbs Image Gallery Ч расширенный плагин дл€ создани€ адаптивной фотогалереи. √ибкие инструменты управлени€ изображени€ми галереи.Е;50†000+ активных установок;5.9
RSS Aggregator by Feedzy Ч Powerful WP Autoblogging and News Aggregator;https://ru.wordpress.org/plugins/feedzy-rss-feeds/;The most powerful WordPress RSS aggregator, helping you curate content, autoblog, import and display unlimitedЕ;50†000+ активных установок;5.8.3
Genesis Blocks;https://ru.wordpress.org/plugins/genesis-blocks/;A collection of content blocks, sections, & full-page layouts for the block editor.;50†000+ активных установок;5.8.3
Advanced Responsive Video Embedder (Rumble, YouTube, Vimeo, HTML5 Video Е);https://ru.wordpress.org/plugins/advanced-responsive-video-embedder/;Easy video embeds via URLs or shortcodes or Blocks. Perfect drop-in replacement for WordPress' defaultЕ;50†000+ активных установок;5.9.0
Getwid Ч Gutenberg Blocks;https://ru.wordpress.org/plugins/getwid/;40+ Gutenberg Blocks, plus multiple pre-made free block templates for the WordPress block editor.;50†000+ активных установок;5.8.3
Event Tickets;https://ru.wordpress.org/plugins/event-tickets/;Event Tickets позвол€ет вашим посетител€м регистрироватьс€ и покупать билеты на меропри€ти€ на вашем сайте. “акжеЕ;40†000+ активных установок;5.9.0
Visualizer: Tables and Charts Manager for WordPress;https://ru.wordpress.org/plugins/visualizer/;ѕростой и мощный плагин диаграмм WordPress дл€ создани€ адаптивных диаграмм и таблиц и встраивани€ ихЕ;40†000+ активных установок;5.9
Contact Form to Manage and respond to conversations with customers Ч Happyforms;https://ru.wordpress.org/plugins/happyforms/;The WordPress form builder you need to manage and respond to conversations with customers. EasilyЕ;40†000+ активных установок;5.9
Accept Stripe Payments;https://ru.wordpress.org/plugins/stripe-payments/;Easily accept payments on your WordPress site via Stripe payment gateway.;40†000+ активных установок;5.9
Sliderby10Web;https://ru.wordpress.org/plugins/slider-wd/;10Web;40†000+ активных установок;5.0.15
Site Reviews;https://ru.wordpress.org/plugins/site-reviews/;Site Reviews позвол€ет вам легко получать и отображать отзывы про ваш вебсайт, бизнес или товары.;40†000+ активных установок;5.9
Web Stories;https://ru.wordpress.org/plugins/web-stories/;Web Stories Ч это визуальные истории дл€ вашего сайта с быстрой загрузкой и полноэкранным режимом,Е;40†000+ активных установок;5.9
Feeds for YouTube (плагин дл€ видео, канала и галереи YouTube);https://ru.wordpress.org/plugins/feeds-for-youtube/;ѕлагин Feeds for YouTube позвол€ет отображать настраиваемые ленты YouTube с любого канала YouTube.;40†000+ активных установок;5.9
Atomic Blocks Ч Gutenberg Blocks Collection;https://ru.wordpress.org/plugins/atomic-blocks/;A collection of beautiful, customizable Gutenberg blocks for the new block editor.;40†000+ активных установок;5.5.8
Timetable and Event Schedule by MotoPress;https://ru.wordpress.org/plugins/mp-timetable/;”мный организатор и тайм-менеджмент инструмент с чистым минималистичным дизайном дл€ вывода расписаний предсто€щих событий.;40†000+ активных установок;5.8.3
Constant Contact Forms;https://ru.wordpress.org/plugins/constant-contact-forms/;ќфициальный плагин Constant Contact добавл€ет на ваш сайт WordPress контактную форму дл€ быстрого сбора информацииЕ;40†000+ активных установок;5.7.0
Image Photo Gallery Final Tiles Grid;https://ru.wordpress.org/plugins/final-tiles-grid-gallery-lite/;√алере€ изображений + √алере€ фотографий + √алере€ портфолио + ѕлиточна€ галере€ в 1 плагине. ¬ключаетЕ;30†000+ активных установок;5.9
SyntaxHighlighter Evolved;https://ru.wordpress.org/plugins/syntaxhighlighter/;Easily post syntax-highlighted code to your site without having to modify the code at all.Е;30†000+ активных установок;5.8.3
ћагазин Ёквид;https://ru.wordpress.org/plugins/ecwid-shopping-cart/;Powerful, easy to use ecommerce shopping cart for WordPress. ѕродажи в соцсет€х. iPhone & AndroidЕ;30†000+ активных установок;5.9
Gutenberg Blocks Ч PublishPress Blocks Gutenberg Editor Plugin;https://ru.wordpress.org/plugins/advanced-gutenberg/;PublishPress Blocks include accordions, galleries, sliders, tabs, maps and more. Plus it has the bestЕ;30†000+ активных установок;5.9
Uncanny Toolkit for LearnDash;https://ru.wordpress.org/plugins/uncanny-learndash-toolkit/;Extend LearnDash with a variety of useful functions that make it even easier to buildЕ;30†000+ активных установок;5.9
Ultimate Blocks Ч плагин блоков дл€ редактора Gutenberg;https://ru.wordpress.org/plugins/ultimate-blocks/;Ќастраиваемые блоки Gutenberg дл€ блогеров и маркетологов. —оздавайте лучший контент с Gutenberg.;30†000+ активных установок;5.8.3
10WebSocial;https://ru.wordpress.org/plugins/wd-facebook-feed/;10WebSocial;30†000+ активных установок;5.0.15
WP User Frontend Ч Membership, Profile, Registration & Post Submission Plugin for WordPress;https://ru.wordpress.org/plugins/wp-user-frontend/;ќтправка записей с внешнего интерфейса, гостева€ запись, членство, логин, регистраци€ и создание профил€. Ћучший внешнийЕ;30†000+ активных установок;5.8.3
Appointment Hour Booking Ч WordPress Booking Plugin;https://ru.wordpress.org/plugins/appointment-hour-booking/;Appointment Hour Booking is a plugin for creating booking forms for appointments with a startЕ;20†000+ активных установок;5.9
WP Meta SEO;https://ru.wordpress.org/plugins/wp-meta-seo/;WP Meta SEO gives you the control over all your SEO optimization. Bulk SEO contentЕ;20†000+ активных установок;5.8.3
Portfolio Gallery Ч Image Gallery Plugin;https://ru.wordpress.org/plugins/portfolio-filter-gallery/;Portfolio gallery имеет отдельную страницу рубрик удобный интерфейс. ¬итрина портфолио, изображени€, видео, галере€.;20†000+ активных установок;5.8.3
Yasr Ч Yet Another Stars Rating;https://ru.wordpress.org/plugins/yet-another-stars-rating/;Boost the way people interact with your site with an easy WordPress stars rating system!Е;20†000+ активных установок;5.9
Pricing Tables WordPress Plugin Ч Easy Pricing Tables;https://ru.wordpress.org/plugins/easy-pricing-tables/;Pricing Table Plugin Ч Easy Pricing Tables Lets You Create A Beautiful, Responsive Pricing TableЕ;20†000+ активных установок;5.9
All-in-One Video Gallery;https://ru.wordpress.org/plugins/all-in-one-video-gallery/;ƒобавьте адаптивные видеогалереи в любом месте вашего веб-сайта Ч кодирование не требуетс€. ¬ключает видеопроигрыватель HTML5,Е;20†000+ активных установок;5.9
Contact Form by WD Ч responsive drag & drop contact form builder tool;https://ru.wordpress.org/plugins/contact-form-maker/;Ђ онтактна€ ‘ормаї WD это простой в обращении плагин конструктор с функционалом редактировани€ различных типов контактныхЕ;20†000+ активных установок;5.3.11
Cool Timeline;https://ru.wordpress.org/plugins/cool-timeline/;Cool Timeline WordPress plugin creates vertical and horizontal history timeline blocks in ASC or DESCЕ;20†000+ активных установок;5.9
Page View Count;https://ru.wordpress.org/plugins/page-views-count/;Places an icon, all time views count and views today count at the bottom ofЕ;20†000+ активных установок;5.9
Five Star Restaurant Reservations Ч WordPress Booking Plugin;https://ru.wordpress.org/plugins/restaurant-reservations/;Restaurant reservations made easy. Accept bookings online. Quickly confirm or reject reservations, send email notifications,Е;20†000+ активных установок;5.9
EventCalendar;https://ru.wordpress.org/plugins/event-calendar-wd/;Event;20†000+ активных установок;5.5.8
Ѕлок карт дл€ Google Maps;https://ru.wordpress.org/plugins/map-block-gutenberg/;Ѕлок карт дл€ редактора Gutenberg работает на Google Maps. ѕросто. Ѕыстро. Ќичего лишнего. ѕросто блокЕ;20†000+ активных установок;5.9
Contact Form Email;https://ru.wordpress.org/plugins/contact-form-to-email/;Contact form with visual form builder. Contact form that sends the data to email, toЕ;20†000+ активных установок;5.9
Timeline Express;https://ru.wordpress.org/plugins/timeline-express/;Timeline Express creates a beautiful vertical animated and responsive timeline of posts, in chronological order.;10†000+ активных установок;5.5.8
Qubely Ч расширенные блоки Gutenberg;https://ru.wordpress.org/plugins/qubely/;√отовые блоки и разделы Gutenberg с широкими возможност€ми настройки. ”лучшите редактор Gutenberg с помощью простогоЕ;10†000+ активных установок;5.9
Better Click To Tweet;https://ru.wordpress.org/plugins/better-click-to-tweet/;Insert click to tweet boxes into your posts, simply and securely. Gutenberg/WordPress 5.X+ block included.;10†000+ активных установок;5.8.3
Gallery Blocks with Lightbox. Image Gallery, (HTML5 video , YouTube, Vimeo) Video Gallery and Lightbox for native gallery;https://ru.wordpress.org/plugins/simply-gallery-block/;ƒва в одном. Ѕлоки галереи Gutenberg (Masonry, Justified, Slider, Carousel, Grid) и настраиваемый лайтбокс.;10†000+ активных установок;5.9
Photonic Gallery & Lightbox for Flickr, SmugMug, Google Photos & Others;https://ru.wordpress.org/plugins/photonic/;Galleries on steroids! A stylish lightbox & gallery plugin for WP, Flickr, SmugMug, Google Photos,Е;10†000+ активных установок;5.8.3
PostX Ч Gutenberg Blocks for Post Grid;https://ru.wordpress.org/plugins/ultimate-post/;Gutenberg post Grid blocks allows you to display latest post, post grid, custom post type,Е;10†000+ активных установок;5.9
Business Directory Plugin | GeoDirectory;https://ru.wordpress.org/plugins/geodirectory/;The best Business Directory Plugin. Build any directories: Business directory, real estate, job listings, classifieds,Е;10†000+ активных установок;5.9
Theme Kit for Twenty Twenty-One & Twenty Twenty (Customization, Gutenberg Blocks, Templates) Ц Twentig;https://ru.wordpress.org/plugins/twentig/;Supercharge your WordPress theme (Twenty Twenty-One & Twenty Twenty) with customization options, enhanced Gutenberg blocks,Е;10†000+ активных установок;5.9
UsersWP Ч User Registration & User Profile;https://ru.wordpress.org/plugins/userswp/;Light weight frontend user registration and login plugin.;10†000+ активных установок;5.9
GamiPress;https://ru.wordpress.org/plugins/gamipress/;The most flexible and powerful gamification system for WordPress.;10†000+ активных установок;5.9
Countdown Timer Ч Widget Countdown;https://ru.wordpress.org/plugins/widget-countdown/;Countdown timer plugin is an nice tool to create and insert timers into your posts/pagesЕ;10†000+ активных установок;5.9
Quiz Maker;https://ru.wordpress.org/plugins/quiz-maker/;QUIZ MAKER plugin allows you to make an unlimited number of Quizzes, Exams and Tests;10†000+ активных установок;5.9
Embed PDF Viewer;https://ru.wordpress.org/plugins/embed-pdf-viewer/;¬ставьте PDF-файл из библиотеки мультимедиа или из другого источника с помощью oEmbed или в видеЕ;10†000+ активных установок;5.8.3
Five Star Business Profile and Schema;https://ru.wordpress.org/plugins/business-profile/;Add schema structured data to any page or post type. Create an SEO friendly contactЕ;10†000+ активных установок;5.9
ѕортфолио Gallery, Product Catalog Ч Grid KIT ѕортфолио;https://ru.wordpress.org/plugins/portfolio-wp/;ѕортфолио, gallery, catalog, instagram feed etc. all in one plugin Ч Grid Kit ѕортфолио Gallery;10†000+ активных установок;5.8.3
Snow Monkey Editor;https://ru.wordpress.org/plugins/snow-monkey-editor/;The Snow Monkey Editor is a plugin that extends the block editor.;10†000+ активных установок;5.9
LIQUID SPEECH BALLOON;https://ru.wordpress.org/plugins/liquid-speech-balloon/;—оздайте диалог с особым дизайном через визуальный редактор Gutenberg.;10†000+ активных установок;5.8.3
Events Shortcodes For The Events Calendar;https://ru.wordpress.org/plugins/template-events-calendar/;The Events Calendar shortcodes addon provides event shortcode builder & Gutenberg blocks to show eventsЕ;10†000+ активных установок;5.8.3
Opt-Out for Google Analytics;https://ru.wordpress.org/plugins/google-analytics-opt-out/;Provides an Opt-Out functionality for Google Analytics;10†000+ активных установок;5.5.8
eCommerce Product Catalog Plugin for WordPress;https://ru.wordpress.org/plugins/ecommerce-product-catalog/;eCommerce Product Catalog is a powerful and free plugin to sell with a beautiful eCommerceЕ;10†000+ активных установок;5.9
WordPress Slider Block Gutenslider;https://ru.wordpress.org/plugins/gutenslider/;Slider plugin for Gutenberg. Create a image slider, video slider, fullscreen slider with this powerfulЕ;10†000+ активных установок;5.9
Countdown, Coming Soon, Maintenance Ч Countdown & Clock;https://ru.wordpress.org/plugins/countdown-builder/;Countdown builder Ч Customizable Countdown Timer;10†000+ активных установок;5.9
Elementor Blocks for Gutenberg;https://ru.wordpress.org/plugins/block-builder/;Elementor Blocks for Gutenberg, officially created by Elementor Page Builder, allows you to easily insertЕ;10†000+ активных установок;5.9
WP VR Ч 360 Panorama and Virtual Tour Builder For WordPress;https://ru.wordpress.org/plugins/wpvr/;Let site visitors take a virtual tour and get them excited!! Let them experience aЕ;10†000+ активных установок;5.9
Hotel Booking Lite;https://ru.wordpress.org/plugins/motopress-hotel-booking-lite/;The #1 Hotel Booking and Vacation Rental Plugin for WordPress. Online payments, seasons, rates, freeЕ;10†000+ активных установок;5.9
WP User Manager Ч User Profile Builder & Membership;https://ru.wordpress.org/plugins/wp-user-manager/;The most customizable profiles & community builder WordPress plugin with front-end login, registration, profile customizationЕ;10†000+ активных установок;5.9
Connections Business Directory;https://ru.wordpress.org/plugins/connections/;An easy to use directory plugin to create an addressbook, business directory, member directory, staffЕ;10†000+ активных установок;5.9
Highlighting Code Block;https://ru.wordpress.org/plugins/highlighting-code-block/;Add code block with syntax highlighting using prism.js. (Available for Gutenberg and Classic Editor);10†000+ активных установок;5.9
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Display a fully customizable visual link preview for any internal or external link.;10†000+ активных установок;5.9
Recipe Card Blocks for Gutenberg & Elementor;https://ru.wordpress.org/plugins/recipe-card-blocks-by-wpzoom/;Beautiful Recipe Card Blocks for Food Bloggers with Schema Markup (JSON-LD) for the new WordPressЕ;10†000+ активных установок;5.9
Five Star Restaurant Menu Ч WordPress Food Ordering Plugin;https://ru.wordpress.org/plugins/food-and-drink-menu/;Restaurant menu and ordering made simple. Create a drink and food menu, and accept ordersЕ;10†000+ активных установок;5.9
Gutenberg Blocks Collection Ч qodeblock;https://ru.wordpress.org/plugins/qodeblock/;A collection of beautiful, customizable Gutenberg blocks for the new block editor.;9†000+ активных установок;5.7.0
Bootstrap Blocks;https://ru.wordpress.org/plugins/wp-bootstrap-blocks/;Bootstrap Gutenberg Blocks for WordPress. This plugin adds Bootstrap components and layout options as GutenbergЕ;9†000+ активных установок;5.9
Podcast Player Ч Your Podcasting Companion;https://ru.wordpress.org/plugins/podcast-player/;Showcase your podcast only using podcasting feed url. Use widget, shortcode or editor block toЕ;9†000+ активных установок;5.9
Directorist Ч WordPress Business Directory Plugin with Classified Ads Listings;https://ru.wordpress.org/plugins/directorist/;The Best WordPress Directory Plugin to Create Business Directory, Job Listings, Classified Ads, Booking Directory,Е;9†000+ активных установок;5.9
Author Avatars List/Block;https://ru.wordpress.org/plugins/author-avatars/;Display lists of user avatars using widgets or shortcodes. With Gutenberg support.;9†000+ активных установок;5.7.0
Helpie FAQ Ч WordPress FAQ Accordion Plugin;https://ru.wordpress.org/plugins/helpie-faq/;Create FAQs and Accordion effortlessly. With Elementor & Woocommerce integration. Has Gutenberg block, FAQ Schema,Е;8†000+ активных установок;5.8.3
Google Maps CP;https://ru.wordpress.org/plugins/codepeople-post-map/;Google Maps CP позвол€ет прив€зывать информацию о геолокации к вашим запис€м и интегрировать ваш блогЕ;8†000+ активных установок;5.9
JSON Content Importer;https://ru.wordpress.org/plugins/json-content-importer/;Plugin to import, cache and display a JSON-Feed / JSON-API: Connect your Wordpress to anЕ;8†000+ активных установок;5.9
Algori PDF Viewer;https://ru.wordpress.org/plugins/algori-pdf-viewer/;Algori PDF Viewer is a Gutenberg Block Plugin that enables you to easily display PDFЕ;8†000+ активных установок;5.8.3
Page Builder Gutenberg Blocks Ц Kioken Blocks;https://ru.wordpress.org/plugins/kioken-blocks/;Supercharge your page building experience with these advanced Gutenberg Blocks to help you build yourЕ;8†000+ активных установок;5.5.8
